WHO_region,Disease_presentation,Age_group,Pathogen,burden_mean_value,burden_lower_value,burden_upper_value,Efficacy,Coverage,Duration,DP,VC,VO,MainAnalysis,HBG,hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018
Africa,Bacterial skin infections,EN,Acinetobacter baumannii,1.24078353025902,0.0011463827920817,8.49108063304352,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,LN,Acinetobacter baumannii,0.0385517162511702,0.00005476562336584,0.282088868641581,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,PN,Acinetobacter baumannii,2.24401534374842,0.0861733990957645,10.8061625665053,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,1 to 4,Acinetobacter baumannii,1.79706644537312,0.0618180370983325,9.41374987447131,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,5 to 9,Acinetobacter baumannii,0.444078798814988,0.00822888853613535,3.10972999765057,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,10 to 14,Acinetobacter baumannii,0.56910078153045,0.0121277260185744,3.8980049780079,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,15 to 19,Acinetobacter baumannii,1.44255320590956,0.0368785954899896,9.0768644812629,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,20 to 24,Acinetobacter baumannii,1.45116102087337,0.0360754749435648,9.15012685097768,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,25 to 29,Acinetobacter baumannii,0.84224144440459,0.0201442118085348,5.32103411112923,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,30 to 34,Acinetobacter baumannii,1.01013188693594,0.0288919639899716,6.28676225359068,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,35 to 39,Acinetobacter baumannii,0.900531103956378,0.023037233638673,5.55003323952679,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,40 to 44,Acinetobacter baumannii,1.43451172098501,0.0387066982550482,8.66247085428729,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,45 to 49,Acinetobacter baumannii,2.18613364420179,0.0625881450739422,13.2469100049171,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,50 to 54,Acinetobacter baumannii,3.70005609477577,0.0779533748035884,20.2279431682443,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,55 to 59,Acinetobacter baumannii,5.51721024127555,0.120954568365107,31.0692187046646,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,60 to 64,Acinetobacter baumannii,7.46926374410695,0.160890627093755,44.1470051473823,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,65 to 69,Acinetobacter baumannii,9.39923950300994,0.209678006364606,55.2233452309797,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,70 to 74,Acinetobacter baumannii,10.6904594337357,0.31650007683687,53.2555172567926,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,75 to 79,Acinetobacter baumannii,14.7194894034625,0.441247656167048,73.9740426774615,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,80 to 84,Acinetobacter baumannii,12.4535307139095,0.371065845698402,61.500564544188,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,85 to 89,Acinetobacter baumannii,7.92070829317943,0.231427405267896,38.8323365780574,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,90 to 94,Acinetobacter baumannii,3.20249779984838,0.0938549803446851,16.5825972832235,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Bacterial skin infections,95 plus,Acinetobacter baumannii,0.89311120921884,0.03328572030485,4.77305270033636,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,EN,Acinetobacter baumannii,388.796551647048,228.637113352972,621.718901932225,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,LN,Acinetobacter baumannii,144.083930271488,92.6812243847371,215.522992684973,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,PN,Acinetobacter baumannii,77.7920005411504,39.5271804812742,133.012103363176,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,1 to 4,Acinetobacter baumannii,56.6954520317658,26.3601690351232,105.960738007074,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,5 to 9,Acinetobacter baumannii,21.4105483582833,10.7669464334913,37.0231848084799,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,10 to 14,Acinetobacter baumannii,15.8145461107301,8.26812924661033,25.8540001988206,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,15 to 19,Acinetobacter baumannii,22.7276244483713,12.3436961502682,36.2910095851697,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,20 to 24,Acinetobacter baumannii,18.0320354553302,10.0440799864363,29.0972561822784,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,25 to 29,Acinetobacter baumannii,16.0155846617518,9.18226073530862,25.8823696554673,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,30 to 34,Acinetobacter baumannii,16.5091172673923,9.2966941253626,26.8960738441756,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,35 to 39,Acinetobacter baumannii,19.509628244176,10.3185041878231,33.1566597561611,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,40 to 44,Acinetobacter baumannii,23.8144475355739,12.4055048590109,38.6148372199245,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,45 to 49,Acinetobacter baumannii,30.0981261509566,15.1374176239347,49.1809921751592,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,50 to 54,Acinetobacter baumannii,26.0986033753588,13.4074352191357,43.2048573242405,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,55 to 59,Acinetobacter baumannii,32.6639641330633,17.0638044769711,54.2392400295473,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,60 to 64,Acinetobacter baumannii,39.0840746515799,19.8738717908732,66.5607278092115,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,65 to 69,Acinetobacter baumannii,45.2960869078886,24.3969863383674,74.8099055761994,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,70 to 74,Acinetobacter baumannii,61.86410017982,28.7905197177198,113.629668736982,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,75 to 79,Acinetobacter baumannii,65.7771548210289,30.0296423322561,118.870858005984,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,80 to 84,Acinetobacter baumannii,54.5174827236189,25.7882163281211,96.0356835314705,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,85 to 89,Acinetobacter baumannii,36.4536472988906,16.9693682563537,65.2801397832355,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,90 to 94,Acinetobacter baumannii,16.9559265345963,7.12811902642735,32.1626950966415,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,BSI,95 plus,Acinetobacter baumannii,5.88609622029268,2.43982268229429,11.2794186855716,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,EN,Acinetobacter baumannii,0.325650459447058,0.160171437393057,0.612053156404937,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,LN,Acinetobacter baumannii,0.230480101679441,0.0961168074568757,0.494736908951611,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,PN,Acinetobacter baumannii,1.17948909988364,0.629421698767165,1.97536555402969,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,1 to 4,Acinetobacter baumannii,0.733914509953309,0.295113921144534,1.4092310453829,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,5 to 9,Acinetobacter baumannii,0.516794784965148,0.251670549928468,1.052442835503,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,10 to 14,Acinetobacter baumannii,0.725037755718457,0.433178064331722,1.18767326295661,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,15 to 19,Acinetobacter baumannii,0.692581738932211,0.388129452690901,1.20101136032097,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,20 to 24,Acinetobacter baumannii,0.798532629543905,0.495341333407466,1.22393832865441,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,25 to 29,Acinetobacter baumannii,0.825635539752766,0.520514339026087,1.22490341452248,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,30 to 34,Acinetobacter baumannii,0.731442220989944,0.47053459876628,1.08831967562838,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,35 to 39,Acinetobacter baumannii,0.874259826560133,0.562182330732932,1.28458224864142,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,40 to 44,Acinetobacter baumannii,0.884245170813954,0.562384985901948,1.33218313249596,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,45 to 49,Acinetobacter baumannii,0.846950826378177,0.505194505528131,1.30304791467159,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,50 to 54,Acinetobacter baumannii,1.01111873464519,0.619848372590674,1.53730400284827,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,55 to 59,Acinetobacter baumannii,1.15250287871857,0.679065779444378,1.80791469009287,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,60 to 64,Acinetobacter baumannii,1.10527834021853,0.693402761790541,1.66840417541445,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,65 to 69,Acinetobacter baumannii,1.36655670373816,0.866734927024402,1.99234755664551,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,70 to 74,Acinetobacter baumannii,1.66936300360665,1.09592752151836,2.42090666792676,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,75 to 79,Acinetobacter baumannii,1.69789868061745,1.14243519829216,2.43868010820328,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,80 to 84,Acinetobacter baumannii,1.29696748788572,0.830512310925308,1.91163362363131,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,85 to 89,Acinetobacter baumannii,0.799561326304793,0.51194787097478,1.15063823816971,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,90 to 94,Acinetobacter baumannii,0.401904775990182,0.240744523407391,0.63189488612501,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,Cardiac infections,95 plus,Acinetobacter baumannii,0.118418313005136,0.0662786197222673,0.212198157714966,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,EN,Acinetobacter baumannii,181.368704960122,88.7587279739909,375.740017107642,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,LN,Acinetobacter baumannii,33.5752871918089,16.5558771467634,65.1222742860795,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,PN,Acinetobacter baumannii,167.509491470197,91.2792645221947,283.096225417161,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,1 to 4,Acinetobacter baumannii,129.075987069966,64.2873821626934,237.54700421759,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,5 to 9,Acinetobacter baumannii,45.0919869839149,24.3396599694435,77.45080494334,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,10 to 14,Acinetobacter baumannii,29.4306139192273,16.612682680364,49.3088820988424,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,15 to 19,Acinetobacter baumannii,34.37313679067,18.1134308781606,60.075456250213,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,20 to 24,Acinetobacter baumannii,25.6081568587178,13.6890826010707,44.2654888218156,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,25 to 29,Acinetobacter baumannii,20.5480868563252,12.2806348913563,33.1976879045429,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,30 to 34,Acinetobacter baumannii,20.4103921707988,12.1988885366174,33.2472855436834,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,35 to 39,Acinetobacter baumannii,24.2995302432471,14.5075504995609,39.6063437435682,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,40 to 44,Acinetobacter baumannii,33.8714717432416,20.0192380700615,54.1303055331577,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,45 to 49,Acinetobacter baumannii,50.2217666522759,28.3811101972141,83.0941697923827,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,50 to 54,Acinetobacter baumannii,86.8830819432586,51.2595469170412,139.382085717524,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,55 to 59,Acinetobacter baumannii,124.609707515261,67.7185598125968,204.237046489289,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,60 to 64,Acinetobacter baumannii,176.121405658063,97.1407839727674,284.042982390298,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,65 to 69,Acinetobacter baumannii,216.173563273867,124.560756509221,331.698540305057,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,70 to 74,Acinetobacter baumannii,264.622066630034,137.257781666084,448.406004175174,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,75 to 79,Acinetobacter baumannii,286.164371681651,160.506531984403,458.679070504796,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,80 to 84,Acinetobacter baumannii,248.286805596297,146.690697659172,385.42288478259,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,85 to 89,Acinetobacter baumannii,165.048282450418,93.2969248383568,262.753644441742,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,90 to 94,Acinetobacter baumannii,77.3318102682447,41.1654189990379,129.189106576938,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,LRI and thorax infections,95 plus,Acinetobacter baumannii,25.3615587694249,12.2310599996946,46.0519147775658,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,EN,Acinetobacter baumannii,0.41982254978107,0.0830024938414665,1.33049393917861,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,LN,Acinetobacter baumannii,0.263072530150164,0.0596442665378902,0.817931724842449,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,PN,Acinetobacter baumannii,0.794639601833695,0.251497455429243,2.01725846729859,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,1 to 4,Acinetobacter baumannii,0.761528234307814,0.184412105253479,2.1455025345502,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,5 to 9,Acinetobacter baumannii,0.200649884513732,0.0706786701862011,0.480844641287411,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,10 to 14,Acinetobacter baumannii,0.14520717322979,0.0543711195503835,0.33526823943337,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,15 to 19,Acinetobacter baumannii,0.33188778834254,0.13824466411285,0.701313327826212,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,20 to 24,Acinetobacter baumannii,0.357631181900965,0.205655699449781,0.628924037178422,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,25 to 29,Acinetobacter baumannii,0.170205764600124,0.0672373821675158,0.370527887964511,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,30 to 34,Acinetobacter baumannii,0.23808477888734,0.111889715554141,0.463147155448841,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,35 to 39,Acinetobacter baumannii,0.280652619620947,0.126356425917409,0.560601490629486,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,40 to 44,Acinetobacter baumannii,0.871018653799971,0.385855247725045,1.70832190376112,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,45 to 49,Acinetobacter baumannii,1.50965178061429,0.664949315791811,2.85555364390625,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
Africa,UTI,50 to 54,Acinetobacter baumannii,3.00167384612818,1.52655285267386,5.3754993827289,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.734563443329044,0.73119476863631,0.732250145196379,0.725805938162034
